"Lot ID","Color","Category","Condition","Sub-Condition","Description","Remarks","Price","Quantity","Bulk","Sale","URL","Item No","Tier Qty 1","Tier Price 1","Tier Qty 2","Tier Price 2","Tier Qty 3","Tier Price 3","Reserved For","Stockroom","Retain","Super Lot ID","Super Lot Qty","Weight","Extended Description","Date Added","Date Last Sold","Currency"

"453877662","n/a","Instructions / Creator / Model / Airport","Used","","(Instructions) for Set 6912 Super Soarer Only 1 book. Только 1 книга","на Янковского","$0.30","1","1","0%","","6912-1","0","$0.00","0","$0.00","0","$0.00","","No","No","","","92","","1/18/2025","","USD"
"453879945","n/a","Instructions / Friends","Used","","(Instructions) for Set 41327 Mia's Bedroom Was bent in half. Excellent condition. Была согнута пополам. Состояние отличное.","на Янковского","$0.42","1","1","0%","","41327-1","0","$0.00","0","$0.00","0","$0.00","","No","No","","","25","","1/18/2025","","USD"
"453881278","n/a","Instructions / Friends","Used","","(Instructions) for Set 41425 Olivia&#39;s Flower Garden Slightly shabby. There are bends. Слегка потрепана. Есть изгибы","на Янковского","$0.20","1","1","0%","","41425-1","0","$0.00","0","$0.00","0","$0.00","","No","No","","","19","","1/18/2025","","USD"
"453881706","n/a","Instructions / Friends","Used","","(Instructions) for Set 41106 Pop Star Tour Bus Was bent in half. Excellent condition. Была согнута пополам. Состояние отличное.","на Янковского","$2.06","1","1","0%","","41106-1","0","$0.00","0","$0.00","0","$0.00","","No","No","","","206","","1/18/2025","","USD"
"507157109","Black","Parts / Panel","Used","","Black Panel 2 x 6 x 6 with Window Slot ","ящик Y3.6","$0.25","2","1","0%","","22387","0","$0.00","0","$0.00","0","$0.00","","No","No","","","7.16","","11/16/2025","","USD"
